location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
palanpur,1,Carpet Area,425,New Property,Ready to Move,8.0,13.0,Unfurnished,East,3659.0,0.28,468
palanpur,1,Carpet Area,420,New Property,Ready to Move,,,Unfurnished,East,3611.0,0.26,462
palanpur,2,Super Area,1204,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3650.0,0.44,1204
jahangirpura,2,Super Area,1219,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,3445.0,0.42,1219
althan,3,Super Area,1690,New Property,Under Construction,6.0,13.0,Unfurnished,East,3550.0,0.6,1690
pal,3,Super Area,1660,Resale,Ready to Move,9.0,13.0,Semi-Furnished,East,3614.0,0.6,1660
jahangirpura,2,Super Area,1360,New Property,Under Construction,3.0,13.0,Unfurnished,East,3309.0,0.45,1360
adajan,2,Carpet Area,720,Resale,Ready to Move,9.0,12.0,Furnished,East,4308.0,0.56,792
jahangirpura,2,Super Area,1178,New Property,Ready to Move,11.0,13.0,Furnished,South -West,3650.0,0.43,1178
pal,2,Carpet Area,889,Resale,Ready to Move,5.0,12.0,Unfurnished,South,4428.0,0.55,978
,2,Super Area,950,Resale,Ready to Move,2.0,5.0,Semi-Furnished,East,3684.0,0.35,950
althan,2,Carpet Area,840,Resale,Ready to Move,3.0,13.0,Furnished,North - East,4249.0,0.58,924
jahangirpura,2,Super Area,1320,Resale,Ready to Move,6.0,13.0,Unfurnished,East,3561.0,0.47,1320
adajan,1,Super Area,813,New Property,Under Construction,7.0,14.0,Unfurnished,East,3567.0,0.29,813
jahangirpura,2,Carpet Area,688,New Property,Ready to Move,8.0,14.0,Unfurnished,East,2940.0,0.37,757
pal,2,Super Area,1127,New Property,Ready to Move,6.0,19.0,Unfurnished,East,3700.0,0.42,1127
dindoli,2,Carpet Area,667,New Property,Ready to Move,8.0,8.0,Unfurnished,North - West,2678.0,0.31,734
jahangirpura,3,Super Area,1625,New Property,Under Construction,7.0,14.0,Unfurnished,East,3411.0,0.55,1625
,3,Carpet Area,852,New Property,Under Construction,5.0,14.0,Unfurnished,East,3206.0,0.5,937
palanpur,2,Super Area,1180,New Property,Under Construction,5.0,13.0,Unfurnished,East,3797.0,0.45,1180
palanpur,2,Carpet Area,700,New Property,Ready to Move,4.0,13.0,Unfurnished,West,4200.0,0.51,770
palanpur,2,Carpet Area,1000,Resale,Ready to Move,5.0,13.0,Unfurnished,South -West,3652.0,0.46,1100
dindoli,2,Super Area,1143,New Property,Ready to Move,5.0,10.0,Unfurnished,North - East,2582.0,0.29,1143
jahangirpura,2,Carpet Area,813,New Property,Ready to Move,9.0,13.0,Unfurnished,East,3594.0,0.45,894
adajan,2,Carpet Area,700,New Property,Under Construction,,,Furnished,East,3171.0,0.39,770
pal,2,Super Area,1275,New Property,Ready to Move,5.0,14.0,Unfurnished,South -West,4500.0,0.57,1275
palanpur,3,Super Area,1558,Resale,Ready to Move,1.0,5.0,Unfurnished,North - East,3017.0,0.47,1558
palanpur,3,Carpet Area,1700,New Property,Under Construction,4.0,13.0,Unfurnished,East,,0.6,1870
jahangirpura,2,Super Area,1219,Resale,Ready to Move,6.0,13.0,Unfurnished,East,3619.0,0.44,1219
jahangirpura,3,Super Area,1620,New Property,Ready to Move,11.0,14.0,Unfurnished,East,3580.0,0.58,1620
adajan,2,Carpet Area,1000,Resale,Ready to Move,5.0,7.0,Semi-Furnished,North,,0.4,1100
,2,Super Area,950,Resale,Ready to Move,2.0,5.0,Semi-Furnished,East,3706.0,0.35,950
vesu,2,Carpet Area,763,Resale,Ready to Move,4.0,12.0,Unfurnished,North - East,4563.0,0.6,839
jahangirpura,1,Super Area,750,Resale,Ready to Move,5.0,13.0,Unfurnished,East,3333.0,0.25,750
jahangirpura,2,Super Area,1200,New Property,Under Construction,8.0,14.0,Unfurnished,North - East,3000.0,0.36,1200
jahangirpura,2,Carpet Area,639,Resale,Ready to Move,10.0,13.0,Unfurnished,East,3270.0,0.38,703
althan,2,Super Area,1173,New Property,Under Construction,7.0,13.0,Unfurnished,East,5091.0,0.6,1173
dindoli,2,Carpet Area,624,New Property,Ready to Move,6.0,10.0,Unfurnished,East,2599.0,0.29,686
palanpur,2,Super Area,1296,New Property,Under Construction,6.0,14.0,Unfurnished,East,4291.0,0.56,1296
jahangirpura,2,Carpet Area,662,New Property,Under Construction,-2.0,14.0,Unfurnished,East,3550.0,0.43,728
pal,3,Super Area,1725,Resale,Ready to Move,3.0,13.0,Unfurnished,North,3188.0,0.55,1725
palanpur,2,Carpet Area,700,New Property,Ready to Move,4.0,13.0,Unfurnished,North - East,3951.0,0.47,770
adajan,2,Carpet Area,1150,Resale,Ready to Move,3.0,5.0,Semi-Furnished,South -West,3477.0,0.45,1265
dindoli,2,Super Area,881,New Property,Ready to Move,5.0,7.0,Unfurnished,East,2480.0,0.22,881
jahangirpura,1,Carpet Area,421,New Property,Ready to Move,14.0,14.0,Unfurnished,East,3846.0,0.29,463
adajan,3,Carpet Area,1000,New Property,Under Construction,,,Unfurnished,East,3295.0,0.57,1100
althan,2,Super Area,1248,New Property,Under Construction,9.0,14.0,Unfurnished,South -West,4006.0,0.5,1248
palanpur,1,Super Area,768,Resale,Ready to Move,3.0,5.0,Unfurnished,North - East,3060.0,0.23,768
pal,2,Super Area,1251,New Property,Ready to Move,8.0,15.0,Semi-Furnished,East,4396.0,0.55,1251
jahangirpura,2,Carpet Area,570,Resale,Ready to Move,3.0,14.0,Unfurnished,East,3691.0,0.47,627
jahangirpura,2,Super Area,1180,Resale,Ready to Move,5.0,5.0,Semi-Furnished,North,3220.0,0.38,1180
palanpur,2,Carpet Area,1200,Resale,Ready to Move,1.0,11.0,Semi-Furnished,East,,0.4,1320
vesu,2,Carpet Area,800,Resale,Ready to Move,12.0,12.0,Unfurnished,North - East,4800.0,0.6,880
palanpur,1,Super Area,750,Resale,Ready to Move,5.0,13.0,Semi-Furnished,South -West,3067.0,0.23,750
jahangirpura,2,Carpet Area,616,Resale,Ready to Move,9.0,14.0,Unfurnished,East,3360.0,0.38,678
,3,Super Area,1533,New Property,Ready to Move,5.0,13.0,Unfurnished,East,2740.0,0.42,1533
dindoli,2,Carpet Area,644,New Property,Ready to Move,3.0,10.0,Unfurnished,East,2799.0,0.33,708
jahangirpura,3,Super Area,1800,New Property,Under Construction,6.0,14.0,Unfurnished,East,3300.0,0.59,1800
jahangirpura,3,Carpet Area,935,New Property,Under Construction,-2.0,14.0,Unfurnished,East,3509.0,0.6,1028
palanpur,3,Super Area,1520,Resale,Ready to Move,11.0,12.0,Furnished,,3618.0,0.55,1520
pal,2,Carpet Area,700,New Property,Ready to Move,1.0,7.0,Furnished,South -West,3700.0,0.43,770
palanpur,2,Carpet Area,1000,Resale,Ready to Move,15.0,15.0,Unfurnished,South -West,3849.0,0.51,1100
dindoli,1,Super Area,682,New Property,Ready to Move,4.0,8.0,Unfurnished,North - East,2317.0,0.16,682
adajan,2,Carpet Area,850,Resale,Ready to Move,4.0,5.0,Furnished,East,3750.0,0.45,935
dumas road/hazira,2,Carpet Area,636,New Property,Ready to Move,,,Unfurnished,East,4369.0,0.51,700
palanpur,2,Super Area,1311,New Property,Under Construction,5.0,14.0,Unfurnished,North - West,4249.0,0.56,1311
palanpur,2,Super Area,1191,Resale,Ready to Move,3.0,5.0,Semi-Furnished,North - East,2847.0,0.34,1191
palanpur,2,Carpet Area,700,New Property,Ready to Move,1.0,15.0,Unfurnished,East,4217.0,0.56,770
palanpur,3,Super Area,1385,New Property,Ready to Move,8.0,13.0,Unfurnished,East,3466.0,0.48,1385
palanpur,2,Super Area,1125,Resale,Ready to Move,5.0,5.0,Semi-Furnished,North,2933.0,0.33,1125
palanpur,1,Carpet Area,1040,Resale,Ready to Move,3.0,5.0,Unfurnished,East,,0.23,1144
,2,Carpet Area,750,Resale,Ready to Move,6.0,12.0,Semi-Furnished,North - East,4480.0,0.56,825
palanpur,2,Super Area,1327,Resale,Ready to Move,6.0,14.0,Furnished,East,4521.0,0.6,1327
jahangirpura,2,Carpet Area,703,New Property,Under Construction,8.0,14.0,Unfurnished,East,3811.0,0.49,773
dindoli,2,Carpet Area,616,New Property,Ready to Move,4.0,10.0,Unfurnished,West,2777.0,0.31,678
jahangirpura,3,Super Area,1725,New Property,Under Construction,7.0,14.0,Unfurnished,East,3411.0,0.59,1725
jahangirpura,3,Carpet Area,817,New Property,Under Construction,6.0,14.0,Unfurnished,East,3157.0,0.55,899
palanpur,2,Super Area,1328,Resale,Ready to Move,11.0,15.0,Unfurnished,,3991.0,0.53,1328
palanpur,1,Carpet Area,420,New Property,Ready to Move,8.0,10.0,Unfurnished,South -West,3600.0,0.26,462
palanpur,2,Carpet Area,950,Resale,Ready to Move,14.0,14.0,Unfurnished,South -West,4038.0,0.51,1045
dindoli,1,Super Area,778,New Property,Ready to Move,4.0,7.0,Unfurnished,East,2400.0,0.19,778
adajan,2,Carpet Area,635,New Property,Ready to Move,7.0,13.0,Unfurnished,East,3377.0,0.39,698
pal,2,Carpet Area,722,New Property,Under Construction,,,Unfurnished,East,4300.0,0.56,794
althan,2,Super Area,1241,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3651.0,0.45,1241
palanpur,3,Carpet Area,933,Resale,Ready to Move,11.0,13.0,Semi-Furnished,East,3516.0,0.57,1026
palanpur,2,Super Area,1170,Resale,Ready to Move,2.0,5.0,Unfurnished,East,3248.0,0.38,1170
adajan,1,Carpet Area,460,Resale,Ready to Move,7.0,7.0,Unfurnished,South,2837.0,0.2,506
vesu,2,Carpet Area,855,Resale,Ready to Move,2.0,10.0,Unfurnished,North - East,4182.0,0.6,941
pal,2,Carpet Area,728,New Property,Under Construction,5.0,14.0,Unfurnished,East,4416.0,0.58,801
dindoli,2,Carpet Area,650,New Property,Ready to Move,2.0,10.0,Unfurnished,West,2805.0,0.33,715
palanpur,2,Super Area,1215,New Property,Under Construction,6.0,14.0,Unfurnished,East,3991.0,0.48,1215
jahangirpura,2,Carpet Area,737,New Property,Under Construction,2.0,14.0,Unfurnished,East,3800.0,0.51,811
jahangirpura,1,Super Area,735,Resale,Ready to Move,12.0,14.0,Unfurnished,,3810.0,0.28,735
pal,2,Carpet Area,720,Resale,Ready to Move,3.0,5.0,Semi-Furnished,East,4310.0,0.56,792
palanpur,3,Carpet Area,900,Resale,Ready to Move,5.0,13.0,Unfurnished,South - East,3967.0,0.59,990
dindoli,2,Super Area,888,New Property,Ready to Move,4.0,10.0,Unfurnished,East,2551.0,0.23,888
pal,2,Carpet Area,701,New Property,Ready to Move,12.0,13.0,Unfurnished,East,4627.0,0.59,771
althan,2,Carpet Area,700,New Property,Ready to Move,3.0,11.0,Furnished,East,2976.0,0.35,770
althan,2,Super Area,1250,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3561.0,0.45,1250
palanpur,3,Super Area,1609,Resale,Ready to Move,11.0,13.0,Unfurnished,,3442.0,0.55,1609
pal,2,Super Area,1206,New Property,Under Construction,6.0,14.0,Unfurnished,East,4271.0,0.52,1206
palanpur,2,Super Area,1150,Resale,Ready to Move,1.0,5.0,Semi-Furnished,North,3478.0,0.4,1150
vesu,2,Carpet Area,750,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,4320.0,0.54,825
pal,2,Carpet Area,706,New Property,Under Construction,7.0,13.0,Unfurnished,East,4584.0,0.59,777
dindoli,2,Carpet Area,626,New Property,Ready to Move,6.0,10.0,Unfurnished,West,2733.0,0.31,689
palanpur,2,Super Area,1315,New Property,Under Construction,5.0,12.0,Unfurnished,East,3951.0,0.52,1315
pal,2,Carpet Area,674,New Property,Under Construction,8.0,13.0,Unfurnished,East,4600.0,0.59,741
pal,2,Super Area,1127,Resale,Ready to Move,16.0,19.0,Unfurnished,East,3993.0,0.45,1127
jahangirpura,2,Carpet Area,600,New Property,Ready to Move,7.0,13.0,Unfurnished,East,3300.0,0.33,660
jahangirpura,2,Carpet Area,950,Resale,Ready to Move,9.0,15.0,Unfurnished,South -West,3473.0,0.35,1045
dindoli,3,Super Area,1283,New Property,Ready to Move,5.0,10.0,Unfurnished,North,2550.0,0.33,1283
jahangirpura,2,Carpet Area,682,New Property,Ready to Move,5.0,13.0,Unfurnished,East,3286.0,0.34,750
adajan,1,Carpet Area,447,New Property,Under Construction,,,Unfurnished,East,3546.0,0.28,492
palanpur,2,Super Area,1315,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3878.0,0.51,1315
jahangirpura,3,Super Area,1350,Resale,Ready to Move,3.0,5.0,Semi-Furnished,East,2741.0,0.37,1350
vesu,2,Carpet Area,943,Resale,Ready to Move,2.0,12.0,Unfurnished,North - East,4110.0,0.6,1037
pal,2,Carpet Area,750,New Property,Under Construction,6.0,14.0,Unfurnished,East,4011.0,0.55,825
dindoli,1,Carpet Area,434,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2692.0,0.2,477
palanpur,2,Super Area,1206,New Property,Under Construction,7.0,14.0,Unfurnished,East,4291.0,0.52,1206
jahangirpura,3,Carpet Area,904,New Property,Ready to Move,5.0,13.0,Unfurnished,East,3589.0,0.59,994
pal,2,Super Area,1127,Resale,Ready to Move,18.0,19.0,Unfurnished,East,3985.0,0.45,1127
palanpur,2,Carpet Area,750,Resale,Ready to Move,4.0,13.0,Furnished,South -West,4478.0,0.6,825
palanpur,2,Carpet Area,1000,Resale,Ready to Move,9.0,14.0,Unfurnished,South -West,4201.0,0.53,1100
dindoli,2,Super Area,1070,New Property,Ready to Move,5.0,13.0,Unfurnished,East,2617.0,0.28,1070
jahangirpura,3,Carpet Area,859,New Property,Under Construction,6.0,14.0,Unfurnished,East,2544.0,0.39,945
palanpur,2,Carpet Area,780,New Property,Under Construction,,,Unfurnished,East,4000.0,0.54,858
althan,2,Super Area,1275,New Property,Under Construction,5.0,13.0,Unfurnished,East,3843.0,0.49,1275
adajan,2,Carpet Area,700,New Property,Ready to Move,9.0,15.0,Semi-Furnished,East,4405.0,0.55,770
palanpur,2,Super Area,1180,Resale,Ready to Move,9.0,13.0,Unfurnished,East,3644.0,0.43,1180
althan,2,Carpet Area,750,Resale,Ready to Move,11.0,13.0,Unfurnished,North - East,4480.0,0.56,825
palanpur,2,Carpet Area,674,New Property,Ready to Move,9.0,14.0,Unfurnished,East,4147.0,0.51,741
dindoli,1,Carpet Area,434,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2692.0,0.2,477
pal,2,Super Area,1127,New Property,Ready to Move,6.0,19.0,Unfurnished,East,3851.0,0.43,1127
jahangirpura,2,Carpet Area,687,New Property,Ready to Move,5.0,14.0,Unfurnished,East,3647.0,0.43,756
jahangirpura,2,Carpet Area,600,Resale,Ready to Move,7.0,14.0,Unfurnished,North - East,3956.0,0.4,660
palanpur,3,Carpet Area,950,Resale,Ready to Move,9.0,13.0,Unfurnished,South -West,3517.0,0.51,1045
dindoli,3,Super Area,1441,New Property,Ready to Move,3.0,11.0,Unfurnished,East,2601.0,0.38,1441
palanpur,2,Carpet Area,800,Resale,Ready to Move,8.0,13.0,Unfurnished,East,3333.0,0.4,880
amroli,2,Carpet Area,670,New Property,Ready to Move,,,Unfurnished,East,3951.0,0.48,737
adajan,2,Super Area,1351,New Property,Under Construction,10.0,21.0,Unfurnished,East,4145.0,0.56,1351
pal,2,Super Area,1311,New Property,Ready to Move,4.0,12.0,Unfurnished,South -West,4158.0,0.55,1311
althan,2,Carpet Area,804,Resale,Ready to Move,11.0,13.0,Unfurnished,North - East,4179.0,0.56,884
palanpur,2,Carpet Area,701,New Property,Under Construction,10.0,14.0,Unfurnished,East,3843.0,0.49,771
dindoli,3,Carpet Area,793,New Property,Ready to Move,4.0,10.0,Unfurnished,East,2776.0,0.4,872
palanpur,2,Super Area,1173,Resale,Ready to Move,13.0,14.0,Furnished,East,4092.0,0.48,1173
,2,Carpet Area,698,New Property,Ready to Move,14.0,14.0,Unfurnished,East,3204.0,0.41,768
pal,3,Carpet Area,900,Resale,Ready to Move,6.0,13.0,Semi-Furnished,South - East,3189.0,0.48,990
pal,2,Carpet Area,900,Resale,Ready to Move,9.0,19.0,Unfurnished,South -West,4034.0,0.47,990
dindoli,2,Super Area,1143,New Property,Ready to Move,3.0,11.0,Unfurnished,East,2261.0,0.26,1143
palanpur,2,Carpet Area,817,Resale,Ready to Move,12.0,12.0,Furnished,East,2941.0,0.37,899
adajan,2,Carpet Area,785,New Property,Under Construction,,,Unfurnished,East,4150.0,0.54,864
jahangirpura,2,Carpet Area,707,Resale,Ready to Move,6.0,13.0,Unfurnished,East,3602.0,0.44,778
palanpur,2,Super Area,1328,Resale,Ready to Move,12.0,15.0,Unfurnished,East,4029.0,0.54,1328
palanpur,2,Carpet Area,721,New Property,Under Construction,8.0,13.0,Unfurnished,East,4251.0,0.56,793
dindoli,2,Carpet Area,627,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2682.0,0.29,690
jahangirpura,2,Super Area,1190,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3450.0,0.41,1190
jahangirpura,2,Carpet Area,558,Resale,Ready to Move,-2.0,14.0,Unfurnished,East,3202.0,0.33,614
pal,2,Carpet Area,700,New Property,Ready to Move,4.0,14.0,Unfurnished,East,4291.0,0.54,770
dindoli,2,Super Area,1045,Resale,Ready to Move,7.0,8.0,Furnished,North - East,3254.0,0.34,1045
,2,Carpet Area,750,Resale,Ready to Move,4.0,7.0,Unfurnished,East,2952.0,0.31,825
adajan,2,Carpet Area,662,New Property,Under Construction,,,Unfurnished,East,3551.0,0.43,728
pal,2,Super Area,1206,New Property,Under Construction,9.0,14.0,Unfurnished,East,4312.0,0.52,1206
pal,2,Super Area,1127,New Property,Ready to Move,10.0,19.0,Unfurnished,East,3683.0,0.41,1127
palanpur,2,Carpet Area,704,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4062.0,0.52,774
dindoli,1,Carpet Area,428,New Property,Ready to Move,8.0,8.0,Unfurnished,South,2695.0,0.2,471
palanpur,2,Super Area,1180,New Property,Ready to Move,6.0,14.0,Unfurnished,East,3991.0,0.47,1180
jahangirpura,2,Carpet Area,645,New Property,Ready to Move,4.0,13.0,Unfurnished,East,3087.0,0.36,710
jahangirpura,2,Carpet Area,700,New Property,Ready to Move,4.0,12.0,Unfurnished,East,3361.0,0.4,770
dindoli,2,Super Area,1142,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,2651.0,0.3,1142
palanpur,2,Carpet Area,813,New Property,Ready to Move,10.0,13.0,Unfurnished,East,4157.0,0.52,894
pal,2,Carpet Area,620,New Property,Ready to Move,,,Unfurnished,East,3999.0,0.45,682
jahangirpura,3,Super Area,1609,Resale,Ready to Move,11.0,13.0,Unfurnished,East,3605.0,0.58,1609
palanpur,2,Super Area,1250,Resale,Ready to Move,8.0,12.0,Furnished,East,4681.0,0.58,1250
palanpur,2,Carpet Area,698,New Property,Under Construction,6.0,13.0,Unfurnished,East,4185.0,0.53,768
dindoli,3,Carpet Area,850,New Property,Ready to Move,2.0,8.0,Unfurnished,East,2696.0,0.4,935
palanpur,2,Super Area,1251,New Property,Ready to Move,7.0,14.0,Unfurnished,East,4556.0,0.57,1251
jahangirpura,2,Carpet Area,732,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3300.0,0.44,805
jahangirpura,2,Carpet Area,700,New Property,Ready to Move,4.0,13.0,Unfurnished,East,3035.0,0.38,770
dindoli,3,Super Area,1400,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,2651.0,0.37,1400
jahangirpura,2,Carpet Area,747,Resale,Ready to Move,4.0,5.0,Semi-Furnished,East,2696.0,0.31,822
palanpur,2,Carpet Area,800,New Property,Under Construction,,,Unfurnished,East,4211.0,0.56,880
adajan,2,Super Area,1328,New Property,Ready to Move,6.0,15.0,Unfurnished,East,4163.0,0.55,1328
jahangirpura,2,Super Area,1252,Resale,Ready to Move,5.0,13.0,Unfurnished,East,2875.0,0.36,1252
palanpur,2,Carpet Area,665,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4053.0,0.49,732
dindoli,2,Carpet Area,659,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2676.0,0.3,725
pal,2,Super Area,1173,Resale,Ready to Move,5.0,13.0,Semi-Furnished,East,3800.0,0.45,1173
jahangirpura,2,Carpet Area,704,New Property,Ready to Move,7.0,14.0,Unfurnished,South -West,3164.0,0.41,774
palanpur,2,Carpet Area,750,New Property,Ready to Move,12.0,13.0,Unfurnished,South -West,4000.0,0.54,825
,1,Super Area,721,New Property,Under Construction,3.0,7.0,Unfurnished,North - East,2512.0,0.18,721
jahangirpura,2,Carpet Area,706,New Property,Under Construction,9.0,14.0,Unfurnished,East,3016.0,0.38,777
althan,2,Carpet Area,730,New Property,Ready to Move,,,Furnished,East,3651.0,0.46,803
adajan,2,Super Area,1300,Resale,Ready to Move,8.0,12.0,Furnished,East,4322.0,0.56,1300
jahangirpura,2,Carpet Area,655,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2587.0,0.26,721
pal,2,Carpet Area,727,New Property,Ready to Move,10.0,14.0,Unfurnished,East,3933.0,0.52,800
dindoli,2,Carpet Area,570,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2689.0,0.26,627
palanpur,2,Super Area,1120,New Property,Ready to Move,2.0,2.0,Unfurnished,East,4151.0,0.47,1120
palanpur,2,Super Area,1251,New Property,Ready to Move,8.0,14.0,Unfurnished,East,4077.0,0.51,1251
,3,Super Area,1250,Resale,Ready to Move,1.0,8.0,Semi-Furnished,North - East,2960.0,0.37,1250
palanpur,1,Carpet Area,445,New Property,Ready to Move,,,Unfurnished,East,4087.0,0.32,490
palanpur,2,Carpet Area,700,New Property,Ready to Move,9.0,14.0,Unfurnished,North,3692.0,0.48,770
jahangirpura,2,Super Area,1180,Resale,Ready to Move,4.0,5.0,Furnished,East,3051.0,0.36,1180
pal,2,Carpet Area,706,New Property,Under Construction,9.0,13.0,Unfurnished,East,4551.0,0.58,777
dindoli,2,Carpet Area,571,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2688.0,0.26,628
jahangirpura,3,Carpet Area,940,New Property,Ready to Move,7.0,14.0,Unfurnished,East,3299.0,0.56,1034
dindoli,2,Super Area,1045,Resale,Ready to Move,7.0,8.0,Furnished,North - East,3349.0,0.35,1045
palanpur,2,Carpet Area,705,New Property,Ready to Move,,,Unfurnished,East,3711.0,0.43,776
adajan,2,Super Area,1225,New Property,Ready to Move,8.0,14.0,Unfurnished,East,4374.0,0.54,1225
,3,Carpet Area,800,Resale,Ready to Move,8.0,13.0,Unfurnished,North,3250.0,0.26,880
pal,2,Carpet Area,619,New Property,Ready to Move,10.0,19.0,Unfurnished,East,3727.0,0.42,681
dindoli,3,Carpet Area,766,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2692.0,0.35,843
jahangirpura,2,Carpet Area,688,New Property,Ready to Move,5.0,14.0,Unfurnished,East,2875.0,0.36,757
palanpur,3,Carpet Area,761,New Property,Ready to Move,,,Unfurnished,East,3829.0,0.53,837
palanpur,2,Super Area,1125,Resale,Ready to Move,3.0,5.0,Semi-Furnished,East,3556.0,0.4,1125
palanpur,2,Super Area,1171,Resale,Ready to Move,3.0,5.0,Semi-Furnished,East,3416.0,0.4,1171
palanpur,2,Carpet Area,770,New Property,Ready to Move,5.0,15.0,Unfurnished,East,4066.0,0.54,847
dindoli,2,Carpet Area,582,New Property,Ready to Move,2.0,10.0,Unfurnished,West,2891.0,0.31,640
