location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price
vesu,3.0,Carpet Area,1072,Resale,Ready to Move,4.0,12.0,Unfurnished,North - East,5152.0,0.85
vesu,3.0,Carpet Area,1515,Resale,Ready to Move,5.0,11.0,Unfurnished,North - East,5109.0,1.29
althan,3.0,Carpet Area,1020,Resale,Ready to Move,8.0,14.0,Unfurnished,North - East,4526.0,0.84
althan,3.0,Carpet Area,1050,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,4909.0,0.94
vesu,3.0,Carpet Area,1110,Resale,Ready to Move,2.0,10.0,Unfurnished,North - East,4892.0,0.91
vesu,3.0,Carpet Area,1240,Resale,Ready to Move,8.0,12.0,Unfurnished,North - East,5455.0,1.2
vesu,2.0,Carpet Area,750,Resale,Ready to Move,4.0,11.0,Unfurnished,North - East,5363.0,0.67
vesu,3.0,Carpet Area,1290,Resale,Ready to Move,8.0,12.0,Unfurnished,North - East,3953.0,0.85
vesu,2.0,Carpet Area,722,Resale,Ready to Move,11.0,12.0,Unfurnished,North - East,5133.0,0.64
vesu,3.0,Carpet Area,1002,Resale,Ready to Move,3.0,12.0,Unfurnished,North - East,4790.0,0.8
vesu,3.0,Carpet Area,1065,Resale,Ready to Move,10.0,11.0,Unfurnished,North - East,4845.0,0.86
vesu,2.0,Carpet Area,810,Resale,Ready to Move,2.0,10.0,Unfurnished,North - East,4482.0,0.6
vesu,3.0,Carpet Area,1200,Resale,Ready to Move,11.0,12.0,Unfurnished,North - East,4541.0,0.84
althan,2.0,Carpet Area,765,Resale,Ready to Move,12.0,14.0,Unfurnished,North - East,4529.0,0.63
althan,2.0,Carpet Area,816,Resale,Ready to Move,10.0,12.0,Unfurnished,North - East,4779.0,0.65
vesu,3.0,Carpet Area,1062,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,5082.0,0.9
althan,3.0,Carpet Area,1218,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4286.0,0.9
vesu,3.0,Carpet Area,1422,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5493.0,1.42
vesu,4.0,Carpet Area,1595,New Property,Under Construction,7.0,13.0,Unfurnished,North - East,5500.0,1.59
vesu,3.0,Carpet Area,1300,Resale,Ready to Move,3.0,10.0,Unfurnished,North - East,5800.0,1.36
pal,4.0,Super Area,5000,New Property,Under Construction,,,Unfurnished,,4600.0,2.3
vesu,3.0,Super Area,3000,New Property,Under Construction,,,Unfurnished,,6500.0,1.95
vesu,4.0,Super Area,3795,New Property,Under Construction,,,Unfurnished,,6336.0,2.4
adajan,5.0,Super Area,5400,New Property,Under Construction,,,Unfurnished,,4750.0,2.56
vesu,5.0,Carpet Area,3080,New Property,Under Construction,5.0,18.0,Unfurnished,East,7500.0,4.2
vesu,4.0,Super Area,4000,New Property,Under Construction,6.0,13.0,Unfurnished,East,8000.0,3.2
pal,4.0,Super Area,3970,New Property,Under Construction,18.0,19.0,Unfurnished,East,6348.0,2.52
vesu,4.0,Super Area,2962,New Property,Under Construction,7.0,12.0,Unfurnished,East,5991.0,1.77
pal,4.0,Super Area,3261,New Property,Under Construction,6.0,13.0,Unfurnished,East,5501.0,1.79
pal,4.0,Super Area,3200,New Property,Under Construction,7.0,13.0,Unfurnished,East,5500.0,1.76
pal,4.0,Carpet Area,2100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4750.0,1.8
vesu,5.0,Carpet Area,3300,Resale,Ready to Move,6.0,20.0,Furnished,North - East,6833.0,4.1
vesu,4.0,Super Area,3500,Resale,Under Construction,12.0,19.0,Unfurnished,East,7457.0,2.61
vesu,4.0,Super Area,3513,Resale,Undefined,12.0,12.0,Unfurnished,,7051.0,2.47
vesu,4.0,Super Area,3047,New Property,Under Construction,9.0,13.0,Unfurnished,East,6111.0,1.86
vesu,3.0,Super Area,2565,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6472.0,1.66
pal,4.0,Carpet Area,1830,New Property,Ready to Move,,,Unfurnished,East,4848.0,2.21
vesu,4.0,Super Area,4000,New Property,Under Construction,11.0,20.0,Unfurnished,East,7125.0,2.85
vesu,4.0,Carpet Area,2309,New Property,Under Construction,9.0,11.0,Unfurnished,East,5700.0,2.39
vesu,3.0,Carpet Area,1432,Resale,Ready to Move,,,Unfurnished,South,6538.0,1.7
vesu,4.0,Super Area,5500,New Property,Under Construction,9.0,12.0,Unfurnished,East,7200.0,3.96
vesu,4.0,Super Area,3400,Resale,Ready to Move,7.0,12.0,Unfurnished,South -West,7000.0,2.38
vesu,4.0,Carpet Area,2095,Resale,Ready to Move,11.0,12.0,Unfurnished,East,7179.0,2.99
vesu,4.0,Super Area,4050,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,7284.0,2.95
dumas road/hazira,5.0,Super Area,"11,250",New Property,Under Construction,9.0,14.0,Unfurnished,East,11500.0,12.93
vesu,4.0,Super Area,3850,New Property,Ready to Move,6.0,12.0,Unfurnished,South -West,7500.0,2.88
vesu,4.0,Super Area,3400,Resale,Ready to Move,11.0,13.0,Unfurnished,South -West,5735.0,1.95
vesu,4.0,Super Area,3700,New Property,Ready to Move,5.0,13.0,Furnished,South - East,10811.0,4.0
dumas road/hazira,5.0,Super Area,"11,250",New Property,Under Construction,4.0,18.0,Unfurnished,East,12444.0,14.0
vesu,6.0,Carpet Area,5338,Resale,Under Construction,11.0,12.0,Unfurnished,East,5902.0,5.72
vesu,3.0,Super Area,2580,Resale,Ready to Move,1.0,12.0,Unfurnished,East,6700.0,1.72
vesu,4.0,Carpet Area,2500,Resale,Ready to Move,10.0,10.0,Furnished,North,5890.0,2.15
vesu,3.0,Super Area,2735,New Property,Under Construction,4.0,12.0,Unfurnished,East,6049.0,1.65
vesu,3.0,Super Area,3000,Resale,Under Construction,7.0,12.0,Unfurnished,South -West,6500.0,1.95
vesu,4.0,Super Area,3336,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,7050.0,2.35
vesu,4.0,Carpet Area,2200,Resale,Ready to Move,17.0,19.0,Unfurnished,North,8819.0,3.66
pal,4.0,Super Area,3240,New Property,Under Construction,11.0,12.0,Unfurnished,East,5185.0,1.68
vesu,5.0,Carpet Area,2400,New Property,Ready to Move,6.0,10.0,Unfurnished,North - East,6500.0,2.82
pal,4.0,Super Area,3294,New Property,Under Construction,10.0,13.0,Unfurnished,East,4948.0,1.63
pal,5.0,Super Area,4378,Resale,Under Construction,6.0,12.0,Unfurnished,East,5733.0,2.51
vesu,4.0,Carpet Area,1750,New Property,Ready to Move,9.0,14.0,Unfurnished,East,5500.0,1.73
vesu,4.0,Carpet Area,3367,New Property,Under Construction,1.0,60.0,Unfurnished,East,5999.0,2.01
vesu,3.0,Super Area,4500,Resale,Ready to Move,10.0,10.0,Unfurnished,North - East,6889.0,3.1
vesu,6.0,Super Area,6130,Resale,Ready to Move,11.0,12.0,Unfurnished,,4649.0,2.85
nanpura/gopipura/chauta/sagrampura,1.0,Super Area,750,New Property,Ready to Move,2.0,5.0,Semi-Furnished,North,33333.0,2.5
NA,3.0,Carpet Area,1100,Resale,Ready to Move,12.0,13.0,Semi-Furnished,,32000.0,4.0
vesu,5.0,Super Area,9450,New Property,Ready to Move,5.0,11.0,Unfurnished,East,5291.0,5.0
pal,4.0,Carpet Area,2500,Resale,Ready to Move,5.0,15.0,Unfurnished,South -West,5687.0,2.17
vesu,5.0,Carpet Area,5000,Resale,Ready to Move,6.0,18.0,Unfurnished,,7305.0,7.0
vesu,4.0,Carpet Area,3100,New Property,Ready to Move,10.0,12.0,Unfurnished,North,7948.0,2.51
vesu,3.0,Carpet Area,3000,New Property,Under Construction,3.0,4.0,Unfurnished,,,2.0
vesu,4.0,Super Area,3876,Resale,Ready to Move,4.0,11.0,Unfurnished,,6000.0,2.32
pal,4.0,Carpet Area,2154,Resale,Ready to Move,4.0,13.0,Unfurnished,,6536.0,2.5
vesu,4.0,Super Area,3780,New Property,Undefined,7.0,13.0,Unfurnished,South -West,5741.0,2.17
vesu,4.0,Carpet Area,2400,Resale,Ready to Move,6.0,11.0,Furnished,West,6026.0,2.1
dumas road/hazira,4.0,Super Area,3900,Resale,Ready to Move,7.0,10.0,Semi-Furnished,,6000.0,2.34
vesu,3.0,Super Area,2260,Resale,Ready to Move,6.0,6.0,Semi-Furnished,,6416.0,1.45
vesu,4.0,Carpet Area,2100,Resale,Ready to Move,10.0,12.0,Furnished,,9781.0,3.31
vesu,3.0,Carpet Area,1400,Resale,Ready to Move,11.0,12.0,Unfurnished,,6000.0,1.59
althan,4.0,Super Area,3882,Resale,Undefined,4.0,11.0,Unfurnished,,7032.0,2.73
NA,4.0,Super Area,3507,New Property,Under Construction,1.0,5.0,Unfurnished,,5703.0,2.0
pal,4.0,Super Area,3740,Resale,Ready to Move,8.0,12.0,Semi-Furnished,East,7219.0,2.7
dumas road/hazira,3.0,Super Area,3412,Resale,Ready to Move,4.0,10.0,Furnished,West,5129.0,1.75
adajan,4.0,Super Area,2950,Resale,Ready to Move,7.0,13.0,Furnished,,5763.0,1.7
NA,4.0,Carpet Area,2800,Resale,Ready to Move,2.0,11.0,Unfurnished,South,5161.0,2.4
dumas road/hazira,6.0,Carpet Area,2500,New Property,Ready to Move,8.0,12.0,Semi-Furnished,East,5020.0,2.51
vesu,4.0,Carpet Area,2850,Resale,Ready to Move,11.0,13.0,Furnished,South -West,6510.0,2.5
vesu,5.0,Carpet Area,5900,Resale,Ready to Move,8.0,11.0,Unfurnished,South - East,6915.0,4.08
vesu,5.0,Carpet Area,5300,Resale,Ready to Move,11.0,11.0,Unfurnished,East,10074.0,2.72
vesu,5.0,Carpet Area,2400,Resale,Ready to Move,13.0,13.0,Unfurnished,East,5307.0,2.51
vesu,5.0,Carpet Area,1800,Resale,Under Construction,12.0,12.0,Unfurnished,,5587.0,3.6
athwalines,3.0,Super Area,3050,Resale,Ready to Move,4.0,10.0,Semi-Furnished,South,5000.0,1.52
althan,5.0,Carpet Area,3200,Resale,Ready to Move,9.0,13.0,Unfurnished,North - East,6123.0,3.49
vesu,4.0,Super Area,3215,Resale,Ready to Move,12.0,12.0,Unfurnished,East,5910.0,1.9
vesu,4.0,Super Area,3133,New Property,Under Construction,,,Unfurnished,,,
vesu,4.0,Super Area,4000,New Property,Under Construction,,,Unfurnished,,6500.0,2.6
vesu,4.0,Super Area,4300,New Property,Under Construction,,,Unfurnished,,5850.0,2.51
adajan,5.0,Super Area,5600,New Property,Under Construction,,,Unfurnished,,4750.0,2.66
vesu,5.0,Super Area,5600,New Property,Under Construction,5.0,13.0,Unfurnished,East,6393.0,3.58
vesu,4.0,Super Area,4491,New Property,Under Construction,7.0,13.0,Unfurnished,East,6791.0,3.05
pal,4.0,Super Area,3770,New Property,Under Construction,9.0,20.0,Unfurnished,East,5850.0,2.2
vesu,4.0,Super Area,4452,New Property,Under Construction,6.0,12.0,Unfurnished,East,6300.0,2.8
pal,4.0,Super Area,3067,New Property,Under Construction,7.0,13.0,Unfurnished,East,5850.0,1.79
palanpur,2.0,Carpet Area,750,New Property,Under Construction,3.0,14.0,Unfurnished,East,33977.0,4.4
vesu,3.0,Super Area,2750,New Property,Under Construction,5.0,12.0,Unfurnished,East,6051.0,1.66
vesu,4.0,Super Area,3373,New Property,Ready to Move,5.0,12.0,Unfurnished,South -West,5752.0,1.94
vesu,4.0,Carpet Area,2681,New Property,Under Construction,,,Unfurnished,East,5700.0,2.77
vesu,5.0,Super Area,7150,New Property,Ready to Move,8.0,14.0,Unfurnished,East,7790.0,5.57
dumas road/hazira,4.0,Carpet Area,2200,New Property,Under Construction,8.0,11.0,Unfurnished,East,8500.0,3.4
vesu,4.0,Super Area,3420,New Property,Ready to Move,7.0,13.0,Unfurnished,South,5191.0,1.77
vesu,4.0,Super Area,3400,New Property,Under Construction,10.0,13.0,Unfurnished,East,5700.0,1.93
vesu,3.0,Super Area,2750,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,5900.0,1.62
dumas road/hazira,4.0,Carpet Area,2085,New Property,Under Construction,19.0,19.0,Unfurnished,East,8494.0,3.22
vesu,5.0,Super Area,6000,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,7167.0,4.3
vesu,4.0,Super Area,3551,New Property,Under Construction,8.0,12.0,Unfurnished,South -West,6421.0,2.28
vesu,4.0,Super Area,2962,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,5991.0,1.77
vesu,3.0,Super Area,2700,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6000.0,1.62
vesu,5.0,Carpet Area,3000,New Property,Ready to Move,8.0,12.0,Unfurnished,South -West,6600.0,3.63
vesu,4.0,Super Area,3500,Resale,Under Construction,6.0,12.0,Unfurnished,East,5700.0,1.99
vesu,4.0,Carpet Area,2500,Resale,Ready to Move,10.0,10.0,Furnished,North,5890.0,2.15
vesu,4.0,Super Area,3577,New Property,Ready to Move,4.0,13.0,Unfurnished,East,6500.0,2.32
vesu,4.0,Super Area,3636,New Property,Ready to Move,4.0,12.0,Unfurnished,East,7200.0,2.61
vesu,4.0,Super Area,3150,New Property,Under Construction,5.0,18.0,Unfurnished,South -West,6490.0,2.04
vesu,4.0,Carpet Area,2835,New Property,Ready to Move,10.0,13.0,Unfurnished,West,6317.0,3.5
pal,4.0,Super Area,3800,New Property,Under Construction,9.0,12.0,Unfurnished,East,5105.0,1.94
vesu,4.0,Carpet Area,2000,New Property,Ready to Move,6.0,10.0,Unfurnished,North - East,6491.0,2.36
vesu,5.0,Carpet Area,3950,Resale,Ready to Move,10.0,13.0,Unfurnished,East,7400.0,5.25
vesu,4.0,Carpet Area,1900,New Property,Ready to Move,10.0,14.0,Unfurnished,East,5500.0,1.88
vesu,6.0,Super Area,6130,Resale,Ready to Move,11.0,12.0,Unfurnished,,4486.0,2.75
pal,5.0,Carpet Area,3750,Resale,Ready to Move,4.0,15.0,Unfurnished,South -West,5644.0,2.51
vesu,3.0,Carpet Area,3000,New Property,Under Construction,4.0,9.0,Unfurnished,,,2.0
vesu,4.0,Super Area,3895,New Property,Under Construction,,,Unfurnished,,,
dumas road/hazira,4.0,Super Area,3579,New Property,Under Construction,,,Unfurnished,,4500.0,1.61
vesu,4.0,Super Area,4400,New Property,Under Construction,,,Unfurnished,,5850.0,2.57
adajan,4.0,Super Area,4304,New Property,Under Construction,,,Unfurnished,,4750.0,2.04
vesu,4.0,Super Area,3133,New Property,Under Construction,5.0,12.0,Unfurnished,East,7200.0,2.25
vesu,4.0,Super Area,3376,New Property,Under Construction,8.0,13.0,Unfurnished,East,5835.0,1.97
pal,5.0,Super Area,6400,New Property,Under Construction,18.0,19.0,Unfurnished,East,6301.0,4.03
athwalines,4.0,Super Area,4900,New Property,Under Construction,7.0,12.0,Unfurnished,East,6300.0,3.08
pal,4.0,Super Area,3513,New Property,Under Construction,5.0,13.0,Unfurnished,East,5454.0,1.91
vesu,3.0,Super Area,2650,New Property,Ready to Move,5.0,12.0,Unfurnished,East,6200.0,1.64
vesu,5.0,Carpet Area,2724,New Property,Under Construction,9.0,11.0,Unfurnished,South -West,6885.0,3.53
vesu,4.0,Super Area,3100,New Property,Under Construction,10.0,18.0,Unfurnished,South -West,6452.0,2.0
vesu,5.0,Carpet Area,3120,New Property,Under Construction,,,Unfurnished,East,5700.0,3.23
vesu,4.0,Super Area,3800,New Property,Under Construction,7.0,12.0,Unfurnished,West,5289.0,2.01
dumas road/hazira,4.0,Super Area,2980,Resale,Ready to Move,1.0,12.0,Furnished,East,6040.0,1.8
vesu,4.0,Super Area,3153,Resale,Ready to Move,11.0,13.0,Unfurnished,East,5503.0,1.73
vesu,4.0,Super Area,3200,New Property,Under Construction,9.0,13.0,Unfurnished,East,6031.0,1.93
dumas road/hazira,4.0,Carpet Area,2085,New Property,Under Construction,17.0,19.0,Unfurnished,East,8599.0,3.26
pal,4.0,Super Area,3600,New Property,Under Construction,7.0,13.0,Unfurnished,East,5600.0,2.01
vesu,4.0,Carpet Area,3000,Resale,Ready to Move,7.0,10.0,Furnished,North,10909.0,4.31
vesu,4.0,Super Area,3767,New Property,Under Construction,5.0,14.0,Unfurnished,East,5991.0,2.25
dumas road/hazira,4.0,Carpet Area,2500,New Property,Ready to Move,6.0,12.0,Unfurnished,East,9102.0,3.7
vesu,5.0,Carpet Area,3250,New Property,Under Construction,5.0,19.0,Unfurnished,East,7500.0,4.42
vesu,3.0,Super Area,2650,Resale,Ready to Move,11.0,12.0,Unfurnished,East,6500.0,1.72
althan,4.0,Super Area,3671,New Property,Ready to Move,16.0,18.0,Unfurnished,East,5200.0,1.9
vesu,3.0,Super Area,2493,New Property,Under Construction,8.0,13.0,Unfurnished,East,6570.0,1.63
vesu,4.0,Super Area,3113,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6660.0,2.07
vesu,4.0,Carpet Area,1870,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5471.0,1.86
adajan,4.0,Carpet Area,1860,Resale,Ready to Move,4.0,12.0,Furnished,East,7824.0,2.51
adajan,5.0,Carpet Area,3500,Resale,Ready to Move,9.0,25.0,Unfurnished,South -West,7433.0,3.75
vesu,4.0,Super Area,3299,New Property,Under Construction,,,Unfurnished,,,
dumas road/hazira,4.0,Super Area,3772,New Property,Under Construction,,,Unfurnished,,4500.0,1.69
vesu,4.0,Super Area,4600,New Property,Under Construction,,,Unfurnished,,5850.0,2.69
adajan,4.0,Carpet Area,2238,New Property,Under Construction,9.0,13.0,Unfurnished,East,6100.0,2.48
vesu,4.0,Super Area,4000,New Property,Under Construction,5.0,20.0,Unfurnished,East,7200.0,2.88
vesu,4.0,Carpet Area,2500,New Property,Under Construction,7.0,13.0,Unfurnished,East,6100.0,2.8
vesu,5.0,Super Area,8000,New Property,Under Construction,11.0,12.0,Unfurnished,East,6301.0,5.04
vesu,4.0,Super Area,3401,New Property,Under Construction,5.0,13.0,Unfurnished,East,5601.0,1.9
vesu,4.0,Super Area,3400,New Property,Under Construction,5.0,12.0,Unfurnished,North,5800.0,1.97
vesu,4.0,Super Area,5460,Resale,Ready to Move,2.0,11.0,Furnished,South -West,8242.0,4.5
vesu,5.0,Carpet Area,2825,New Property,Ready to Move,9.0,11.0,Unfurnished,East,7011.0,3.6
vesu,4.0,Carpet Area,2020,New Property,Under Construction,,,Unfurnished,East,5900.0,2.16
vesu,3.0,Super Area,3000,New Property,Under Construction,8.0,20.0,Unfurnished,East,6500.0,1.95
dumas road/hazira,4.0,Carpet Area,2040,New Property,Under Construction,3.0,10.0,Unfurnished,East,5000.0,2.26
vesu,4.0,Carpet Area,1807,New Property,Under Construction,4.0,13.0,Unfurnished,East,5753.0,1.89
vesu,4.0,Super Area,3200,New Property,Under Construction,9.0,13.0,Unfurnished,East,5938.0,1.9
vesu,3.0,Super Area,3000,Resale,Ready to Move,5.0,12.0,Unfurnished,East,8000.0,2.4
dumas road/hazira,5.0,Super Area,5000,New Property,Under Construction,7.0,17.0,Unfurnished,East,10000.0,5.0
vesu,4.0,Super Area,4545,Resale,Ready to Move,7.0,13.0,Furnished,East,8801.0,4.0
althan,4.0,Super Area,3087,New Property,Under Construction,1.0,13.0,Unfurnished,East,5591.0,1.72
vesu,4.0,Super Area,4500,New Property,Ready to Move,7.0,13.0,Unfurnished,East,6000.0,2.7
pal,4.0,Carpet Area,1800,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4649.0,1.72
vesu,4.0,Super Area,3515,Resale,Ready to Move,5.0,12.0,Furnished,East,7112.0,2.5
vesu,3.0,Super Area,2800,New Property,Ready to Move,3.0,13.0,Unfurnished,South - East,6000.0,1.68
vesu,4.0,Super Area,3000,Resale,Under Construction,6.0,20.0,Unfurnished,South -West,6500.0,1.95
vesu,3.0,Super Area,2493,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6570.0,1.63
vesu,4.0,Carpet Area,1930,New Property,Ready to Move,7.0,11.0,Unfurnished,North - East,6500.0,2.28
pal,4.0,Carpet Area,2000,Resale,Ready to Move,5.0,12.0,Unfurnished,East,5491.0,1.84
adajan,5.0,Carpet Area,4150,Resale,Ready to Move,9.0,25.0,Unfurnished,South -West,8264.0,4.99
dumas road/hazira,4.0,Super Area,3867,New Property,Under Construction,,,Unfurnished,,4500.0,1.74
vesu,4.0,Super Area,3636,New Property,Undefined,,,Unfurnished,,6500.0,2.36
adajan,4.0,Carpet Area,1686,New Property,Under Construction,9.0,12.0,Unfurnished,East,5400.0,1.65
vesu,4.0,Carpet Area,2310,New Property,Under Construction,5.0,12.0,Unfurnished,East,5786.0,2.43
vesu,4.0,Super Area,3800,New Property,Under Construction,7.0,13.0,Unfurnished,East,5684.0,2.16
pal,5.0,Super Area,4600,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,5000.0,2.3
adajan,4.0,Super Area,3415,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,4751.0,1.62
vesu,4.0,Super Area,3800,New Property,Ready to Move,3.0,20.0,Unfurnished,North,6700.0,2.54
vesu,4.0,Super Area,5460,Resale,Ready to Move,2.0,12.0,Unfurnished,South -West,8242.0,4.5
dumas road/hazira,4.0,Super Area,3600,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4500.0,1.62
vesu,4.0,Carpet Area,2200,New Property,Ready to Move,,,Unfurnished,East,6491.0,2.59
vesu,4.0,Super Area,4000,New Property,Under Construction,8.0,12.0,Unfurnished,East,7475.0,2.99
dumas road/hazira,4.0,Carpet Area,1978,New Property,Under Construction,7.0,10.0,Unfurnished,East,5000.0,2.19
vesu,4.0,Super Area,3369,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,6708.0,2.26
vesu,4.0,Super Area,3336,New Property,Under Construction,8.0,12.0,Unfurnished,East,6651.0,2.21
vesu,4.0,Carpet Area,1917,Resale,Ready to Move,5.0,10.0,Unfurnished,East,6000.0,1.77
pal,4.0,Super Area,3770,New Property,Under Construction,7.0,13.0,Unfurnished,East,5850.0,2.2
vesu,4.0,Carpet Area,3275,Resale,Ready to Move,8.0,12.0,Unfurnished,East,6875.0,2.75
vesu,4.0,Super Area,3551,New Property,Under Construction,5.0,12.0,Unfurnished,East,6402.0,2.27
pal,4.0,Carpet Area,2000,New Property,Under Construction,6.0,12.0,Unfurnished,East,6000.0,2.1
vesu,5.0,Carpet Area,2915,Resale,Under Construction,5.0,12.0,Unfurnished,East,5700.0,3.02
althan,4.0,Super Area,4590,New Property,Ready to Move,2.0,13.0,Unfurnished,North - East,5708.0,2.62
vesu,4.0,Super Area,3400,New Property,Under Construction,5.0,14.0,Unfurnished,East,5600.0,1.9
vesu,3.0,Super Area,2742,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6300.0,1.72
vesu,4.0,Carpet Area,1850,Resale,Ready to Move,7.0,11.0,Unfurnished,North - East,5634.0,2.0
dumas road/hazira,5.0,Super Area,5934,New Property,Under Construction,,,Unfurnished,,5000.0,2.96
vesu,4.0,Super Area,3047,New Property,Under Construction,,,Unfurnished,,6111.0,1.86
adajan,4.0,Carpet Area,1688,New Property,Under Construction,9.0,12.0,Unfurnished,East,5550.0,1.7
vesu,3.0,Super Area,3000,New Property,Under Construction,3.0,20.0,Unfurnished,East,6500.0,1.95
vesu,4.0,Super Area,3510,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,6809.0,2.39
pal,4.0,Super Area,3800,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,5000.0,1.9
